Name,Age restrictions:,Project/Program Description,Address,Website,Zip Code,Category 1,Category 2,Category 3
Northwest Kidney Centers,16,"The mission of the Northwest Kidney Centers is to promote the optimal health, quality of life and independence of people with kidney disease, through patient care, education and research. The Northwest Kidney Centers is the fourth largest non-profit independent dialysis organization in the United States.","145th Street & Lake City Way, Seattle WA 98125
 Main Office: 700 Broadway, Seattle, WA 98122",https://www.nwkidney.org/how-to-help/volunteer/,98122,Health,,
Pennnies for Patients,6,"Pennies For Patients raises funds in support of The Leukemia & Lymphoma Society (LLS). 
 The mission of LLS is: Cure leukemia, lymphoma, Hodgkin's disease and myeloma, and improve the quality of life of patients and their families.
","5601 6th Ave S, Suite 182
 Seattle, WA 98108",,98108,Health,Fundraising,
Planned Parenthood,16,"The mission of Planned Parenthood of Western Washington is to ensure that all people in our communities can make informed choices about reproductive and sexual health. Planned Parenthood of Western Washington is the largest reproductive health care provider in the Northwest. They've provided high-quality, affordable birth control since 1935. Many of their patients have no other health care available to them. ","2001 E Madison, Seattle, WA 98122",https://www.plannedparenthood.org/health-center/washington/seattle/98122/seattle-health-center-3309-91810,98122,Health,Safety,
Providence Medical Center,14,"As People of Providence we reveal God's love for all, especially the poor and vulnerable through our compassionate service. Our ministry will be a transformational force for our communities by advancing healthcare excellence and access for all. uided by the philosophy of the Sisters of Providence, we faithfully honor their vision of caring for the poor and vulnerable in the communities we serve. We never turn away any patient who cannot pay. And every day, through contributions of time, expertise and money, we reach out to help those who need us the most.","1321 Colby Ave, Everett, WA 98201
And 500 17th Avenue, Seattle, WA 98124",http://washington.providence.org/hospitals/regional-medical-center/donate-and-volunteer/volunteer/,98124,Health,,
Renacer Treatment Center (Sea Mar Community Health Centers),17,"Sea Mar Community Health Center is a community-based organization committed to providing quality, comprehensive health and human services to diverse communities, specializing in service to Latino populations.","10001 17th Place S., Seattle, Washington 98168-1624",http://www.seamar.org/locations/renacer.htm,98168,Health,,
Ronald McDonald House,16,"The mission of Ronald McDonald House Charities (RMHC) is to create, find and support programs that directly improve the health and well being of children. Guiding us in our mission are our core values: focusing on the critical needs of children, celebrating the diversity of the programs we offer and the staff, volunteers and donors who make them possible, staying true to our heritage of more than 36 years of responsible stewardship, and operating with accountability and transparency","5130 40th Ave NE, Seattle, WA 98105",http://www.rmhcseattle.org/,98105,Health,,Health
Salaam Cultural Museum,13,"Salaam Cultural Museum (SCM) is engaged in humanitarian and educational activities. Our mission is to provide humanitarian aid to people affected by conflict and natural disaster within the MENA region, and to bring cultures and people together to build bridges of understanding. We promote understanding of the people, cultures, languages, religions, and lands of this region. For the last several years we have been collecting and distributing humanitarian aid and coordinating medical missions to the region.","3806 Whitman Ave. N
 
 Seattle, WA 98103",https://salaamculturalmuseum.wordpress.com/,98103,Health,Humanitarian Aid,
Save The Children,13,"Save the Children invests in childhood – every day, in times of crisis and for our future. In the United States and around the world, we give children a healthy start, the opportunity to learn and protection from harm. ""At the very heart of who we are and all we do for children is this essential truth, expressed so fervently by our founder, Eglantyne Jebb, “Humanity owes the child the best it has to give.” That’s why we’re passionately committed to giving the world’s children, especially those most vulnerable, what every child deserves – a healthy start in life, the opportunity to learn and protection from harm. Whatever it takes."" All across the globe, children are dying from preventable causes, missing out on education due to poverty or gender, suffering from violence, exploitation and neglect, and are vulnerable in times of crisis. In every corner of the world, children need a strong voice to stand up for them, work on their behalf and make their lives better. ","Save the Children U.S. Headquarters: 501 Kings Hwy E, Fairfield, CT 06825 
 
 WA DC office: 2000 L Street NW, Suite 500, Washington, DC 20036",savethechildren.org,20036,Health,Safety,K-12 Education
Seattle Cancer Care Alliance,16,"SCCA unites three internationally renowned cancer care institutions—Fred Hutchinson Cancer Research Center, UW Medicine, and Children’s Hospital and Regional Medical Center—to offer a variety of treatment options, designed from the latest research, for malignant and non-malignant diseases. SCCA's purpose is to provide state-of-the-art, patient and family centered care; support the conduct of cancer clinical research and education; enhance access to improved cancer interventions; and advance the standard of cancer care regionally and beyond.","825 Eastlake Ave E , Seattle WA 98109-1023",http://www.seattlecca.org/,98109,Health,,
Seattle Children's Hospital - Pink Bandanas Junior Guild,13,"SAF seeks to reach as broad an audience as possible. Programs through SAF are offered free of charge or at a nominal fee and are offered throughout the year. Scholarships through the Carolyn Purser Scholarship Fund make it possible for children and youth to participate in learning opportunities though community wide youth programs, while partnerships with area schools bring architecture into the classroom, making architecture and design relevant to students’ lives through the integration of architectures into core subjects. The Pink Bandanas Guild raises money for pediatric brain tumor research at Seattle Children's Hospital in honor of their friend Sarah Mary Hughes who lost her battle with the disease when she was 9. It is one of 450 Seattle Children's Guilds that raise money for a variety of causes at the hospital. The funds from the Pink Bandanas go towards many different projects at Fred Hutchinson Cancer Research Center, the Ben Towne Foundation, and Seattle Children's.","1931 Boyer Ave E
 
 Seattle, WA 98112",pinkbandanasguild.org,98112,Health,,
Seattle Children's Hospital and Medical Center,14,"We provide hope, care and cures to help every child live the healthiest and most fulfilling life possible.  Seattle Children’s will be an innovative leader in pediatric health and wellness through our unsurpassed quality, clinical care, relentless spirit of inquiry, and compassion for children and their families. We will: practice the safest, most ethical and effective medical care possible, discover new treatments and cures through breakthrough research, promote healthy communities while reducing health disparities, empower our team members to reach their highest potential in a respectful work environment, educate and inspire the next generation of faculty, staff and leaders, build on a culture of philanthropy for patient care and research.","Seattle Children's Hospital4800 Sand Point Way NE
 Seattle, WA 98105",http://www.seattlechildrens.org/ways-to-help/volunteer/,98105,Health,,Health
St. Joseph's Baby Corner,13,"""To serve the immediate and unmet physical needs of infants and children living in poverty in the greater Seattle-King County area."" Distributes diapers, clothing, toys, wipes, and other essential baby items to poor mothers in the Seattle area. Social workers come to the Baby Corner and pick up essential items for delivery.","528 18th Avenue
 
 Seattle, WA 98122",http://www.seattlebabycorner.org,98122,Health,,
Starlight Children's Foundation,16,"We help seriously ill children and their families cope with their pain, fear and isolation through entertainment, education and family activities. Starlight brings together experts from pediatric health care, technology and entertainment to create programs that educate, entertain and inspire seriously ill children. Whether it’s finding friends online, learning more about a disease, or just spending time together as a family, Starlight’s programs help children and families cope with the challenges they face daily. Starlight offers a comprehensive menu of outpatient, hospital-based and Web offerings that enable us to provide ongoing support for children and families — from diagnosis through the entire course of medical treatment. Programs include family activities and outings, in hospital entertainment, educational programming, kid-friendly treatment rooms, etc. The Starlight Children's Foundation is a non-profit organization.","5001 150th Ave. NE, #110 Redmond, WA 98052",http://www.starlight.org/,98052,Health,,
Swedish Medical Center - First Hill Campus,16,"Our Mission: Improve the health and well-being of each person we serve. Our Vision: Demonstrate the highest-quality, best-value health care to all we serve. As a nonprofit health-care provider, Swedish takes seriously our responsibility to provide access to the services, expertise and facilities needed by our communities.Our commitment to improving the health of our region extends beyond normal patient care. Whether through physician clinics, health education, charity care, our mobile mammography program or other means of outreach, we're committed to caring for the people of our region and beyond.","747 Broadway
 Seattle, WA 98122
 
 Phone: 206-386-6000",http://www.swedish.org/About/Support-Swedish/Volunteer/First-Hill-campus,98122,Health,,
University of Washington Medical Center,16,"UW Medical Center improves health by providing exceptional patient- and family-centered care in an environment of education and innovation. Our Vision: Building on their combined strengths, UW Medical Center and the UW School of Medicine are regional leaders in primary care and the region’s valued source for advanced specialized care and innovations in health-care practice. UW Medicine is known world-wide for its research and training and locally for its responsiveness to the needs of the people of the region for superb, cost-effective, appropriate and accessible medical care. To realize its vision, UW Medical Center is: increasing its services and training programs in primary and ambulatory care, expanding its range of clinical services offered directly or in collaboration with others to minimize cost, improve access, and enhance service excellence, strengthening its commitment to the ongoing health of the people of the region through an emphasis on preventive services and innovative communication technologies,  developing a widening range of services and satellite sites, some operating in affiliation with other institutions, and all anchored by the programs of UW Medicine.",Seattle WA 98105,http://www.uwmedicine.org/volunteer-services,98105,Health,,
University of Washington School of Medicine,16,"The University of Washington School of Medicine is dedicated to improving the general health and well-being of the public. In pursuit of its goals, the School is committed to excellence in biomedical education, research, and health care. The School is also dedicated to ethical conduct in all its activities. ","1959 N.E. Pacific St. ,Seattle, WA 98195",http://uwmedicine.washington.edu/education/about/Pages/default.aspx,98195,Health,,
Vashon Youth & Family Services,14,"The mission of Vashon Youth & Family Services is to help Islanders raise thriving, resilient children and youth by fostering a community of emotionally healthy, resourceful families and individuals. Vashon Youth and Family Services (VYFS) is a non-profit organization that has been providing human services to residents of Vashon Island, Washington, for thirty-one years.  It is the sole licensed mental health agency on Vashon Island. Services are aimed at nurturing the emotional wellness of residents – particularly children and their parents/guardians.","20110 Vashon Hwy. SW, Vashon, WA 98070",https://vyfs.org/volunteer,98070,Health,,
Virginia Mason Medical Center,16,Our mission is to improve the health and well being of the patients we serve - Healing illness is our first priority and is what gives our people the energy for our vision. We are also committed to providing a broad range of services that improve one's sense of well-being and which prevent illness. Virginia Mason Medical Center (VM) is a nonprofit organization offering a system of integrated health services. ,"1100 9th Ave. Seattle, WA 98101",https://www.virginiamason.org/general-volunteer,98101,Health,,
Vision House,13,"To follow our Lord and Savior Jesus Christ in working with the poor and homeless to promote positive transformation of their lives. NOTE: Although Vision House was founded on Christian principles and beliefs, there are no mandatory spiritual activities for residents and Vision House does not discriminate against housing applicants on the basis of race, color, religion, national origin, gender, age, familial status, sexual orientation, or physical or mental disability. Since 1990 Vision House has provided transitional housing with integrated support services to homeless single mothers and their children and separately to homeless single men recovering from drug and alcohol addiction.",,https://visionhouse.org/get-involved/volunteer/,98155,Health,Housing Services,
Path with Art,16,"Path with Art recognizes the creative potential in all of us and recognizes its power to heal and nurture in times of crisis. We honor those who have survived the trauma of homelessness or who are at risk of becoming homeless through offering opportunities to engage with supportive artistic communities. We believe art has the power to heal hearts and to foster the personal growth necessary to maintain a self-sufficient and stable life. Path with Art does amazing work helping disadvantaged members of our local community regain their sense of place, purpose and their control over their own lives. ","117 East Louisa Street, #236, Seattle WA 98102",http://pathwithart.org/Home,98102,Homeless,,
Compass Center (the),14,"Compass Housing Alliance develops and provides essential services and affordable housing for homeless and low-income people in the greater Puget Sound region.The Compass Center provides transitional and emergency services to homeless men and women at 15 locations in the Puget Sound Region. In the Lutheran tradition of caring through serving, The Compass Center offers unique services and structured programs that promote the dignity of each person and lead individuals from homelessness to independence and healthy community life. The Compass Center serves homeless and low-income men and women over 18 years of age, a vulnerable and underserved population in Seattle and King County. ","The Compass Center 
 
 77 South Washington St. 
 
 Seattle Wa 98104-3499",http://www.compasshousingalliance.org/get-involved-now/volunteer/,98104,Housing Services,,
Delridge Neighborhoods Development Association,13,"DNDA’s mission is Integrating Art, Nature, and Neighborhood to build and sustain a dynamic Delridge. Delridge Neighborhoods Development Association (DNDA) is a non‐profit organization devoted to social, racial and environmental justice. We are dedicated to preserving and increasing affordable housing for a range of incomes, enhancing the natural environment, and providing such vital resources as arts and cultural opportunities, education, youth programs and access to healthy food for our neighbors. Our programs for affordable housing and wetlands restoration have become models for other communities. ","4408 Delridge Way SW
 
 Seattle, WA 98106",http://www.dnda.org,98106,Housing Services,Environment,
Habitat for Humanity,16,"Our mission & values are what guides our service in working with the community. After all, our goal is to put Gods love into action and build a world where everyone has a decent place to live. Also, without community, there is no place to build for those in need. Improving lives is our mission and we do that through building homes for families in need. Habitat SKC is dedicated to eliminating substandard housing locally and worldwide through:
 •constructing, renovating and preserving homes;
 •advocating for fair and just housing policies; and
 •providing training and access to resources to help families improve their shelter conditions.","560 Naches Ave. SW, Suite 110, Renton, WA 98057",https://www.habitatskc.org/get-involved/volunteer/,98057,Housing Services,,
HomeStep,16,"To provide stable housing, supportive services, and advocacy to homeless adults, youth and families in our community. HomeStep serves families, single adults and youth as they journey out of homelessness on the road to a home of their own. We walk along side our participants offering intensive services far beyond 4 walls and a roof. HomeStep provides transitional housing to those who need it, as well as financial education preventing the participants from becoming homeless once more. By fighting homelessness with transitional housing, HomeStep continues to have a dynamic effect on the population instead of simply providing permanent housing to a select few. HomeStep is a program of the Compass Housing Alliance in Seattle.","8757 15th Ave NW, Suite 204
 
 Seattle WA 98117",http://www.home-step.org/,98117,Housing Services,,
Matt Talbot Center,15,"Established in 1985, the Matt Talbot Center (MTC) is a Washington state licensed treatment program serving the homeless, addicted and mentally ill. Located in Seattle’s Belltown neighborhood, the Matt Talbot Center offers hope, services and support to individuals ready to commit to change. The heart of MTC’s approach is an intensive clinical outpatient treatment program offered in a Christian context for adults. Our mission is to help restore participants to healthy lives, and to encourage them to take responsibility for their actions and family obligations. MTC treats adult “members” holistically, recognizing that each of them has individual needs for physical, mental and spiritual healing. As a private, not-for-profit organization, Matt Talbot Cener relies on the generous contributions of individuals, churches, businesses, foundations, and organizations for financial support. We receive no federal or state funding. ","2313 Third Avenue, Seattle, WA 98121",http://mtcenter.org/,98121,Housing Services,,
Millionair Club - OSL,10,"To provide jobs and temporary assistance to people in need and encourage their self-sufficiency. Since 1921, The Millionair Club Charity has been changing lives through jobs. Businesses, homeowners and individuals hire hard-working, reliable Club clients for day labor or permanent jobs and give unemployed and homeless people a chance to escape from poverty and become self-reliant members of our community.","2515 Western Ave, Seattle,WA 98121",https://www.oslserves.org/volunteer,98121,Housing Services,,
Neighborhood Youth Alliance,16,"Neighborhood Youth Alliance (NYA) program provides weekly support to homeless and underprivileged children to stay and succeed in school in the Edmonds School District. NYA is held in conjunction with Neighbors in Need, Trinity’s homeless outreach program in the Edmonds-Lynnwood area. Many of our kids are well behind their peers scholastically and NYA volunteers partner with parents and caregivers to help bridge between home and school support in literacy and math. Each Saturday, NYA provides age-appropriate educational stations and formal tutoring for 25-35 children ages 3 to 15, including a computer lab sponsored by PEMCO.","6215 196th St. SW, Lynnwood, WA 98036",http://neighbors-in-need.com/neighborhood-youth-alliance/,98036,Housing Services,K-12 Education,
Plymouth Housing Group,16,"Plymouth Housing Group works to eliminate homelessness and address its causes by preserving, developing and operating safe, quality, supportive housing and by providing homeless adults with opportunities to stabilize and improve their lives. Plymouth Housing Group transforms lives by providing permanent, supportive homes to homeless people with few other options for housing. Since 1980, they’ve been providing homes to the most challenged homeless adults in our community. Their expertise is in serving individuals who have often failed in housing in the past, or who cannot access decent, affordable housing due to poverty, disabilities or criminal record. Plymouth subscribes to the “Housing First” philosophy, operating on the principle that people cannot improve their lives until they have a safe, stable place to live.",2113 3rd Avenue Seattle WA 98121,http://www.plymouthhousing.org/,98121,Housing Services,,
Sacred Heart Shelter,16,"Sacred Heart Shelter empowers residents in their efforts to stabilize their lives, connect to resources in the community, and achieve secure housing. To see every homeless single woman and family make the transition to stable housing, equipped with the skills and resources to sustain it.The Sacred Heart Shelter is located on lower Queen Anne and is a temporary shelter that offers a safe, home-like refuge to homeless families and single women in Seattle. Sacred Heart functions under the premise that every person is entitled to a safe place to sleep. We believe that the transition from homeless to housed is one that takes time, effort and perseverance. Sacred Heart Shelter operates as a support network for people as they go through that process. The staff works with residents to develop goals, obtain health and dental care, job and parent training, childcare and ongoing support and assistance towards the ultimate goal of locating stable, permanent housing.","Sacred Heart Shelter
 232 Warren Ave. N
 Seattle, WA 98109",https://ccsww.org/get-help/shelter-homeless-services/sacred-heart-shelter/,98109,Housing Services,Housing Services,
Sand Point Community Housing,16,"Solid Ground works to end poverty and undo racism and other oppressions that are root causes of poverty.  Solid Ground believes our community can move beyond poverty and oppression to a place where all people have access to quality housing, nutritious food, equal justice and opportunities to thrive. Solid Ground is committed to working with compassion, integrity, accountability, creativity and an anti-oppression approach to end homelessness, hunger, inequality and other barriers to social justice. ","6940 62nd Ave NE, Seattle, WA 98115",https://www.solid-ground.org/our-impact/housing-homelessness/providing-housing/#sandpoint-housing,98115,Housing Services,,
St. Andrew's Episcopal Church,13,"St. Andrew's seeks to support the faith journey of every member of our church family, and we strive to share Christ's love with each other and our community. It is an episcopal church that not only runs Christian services, but also reaches out to the community. They organize dinners for the homeless, run food drives, and help out sister churches in other states/countries. They also have a cancer support group.","111 N.E. 80th Street
 
 Seattle, Washington 98115",http://www.saintandrewsseattle.org,98115,Housing Services,Food,
St. Martin De Porres Shelter,16,"Our mission is to provide a hospitable, safe, and orderly shelter for men 50 years of age and older who are homeless. This is to be done in the spirit of ministry of presence, which fosters attention to the individual and respect for each person’s unique situation St. Martin de Porres Shelter provides safe and dignified night shelter , hot meals, clothing, medical care, restroom and shower facilities, laundry room, library, and chapel services.
 ","1561 Alaskan Way South
 
 Seattle, WA 98109",http://www.ccsww.org/site/PageServer?pagename=homeless_stmartin,98109,Housing Services,,
Teen Feed,16,"Teen Feed works with the community to offer support to meet basic needs, build strong relationships, and ally with homeless youth as they meet their future off the streets. With the tremendous support of the community, Teen Feed responds to the most basic needs of homeless youth with three programs: Teen Feed, Street Talk Outreach Program (STOP), and Service Links for Youth (SLY). Teen Feed is an organization based in University District that assists the homeless youth of Seattle. They do this in a variety of ways, including serving free, hot meals every evening to youth living on the streets. They have a program called ""Service Links for Youth,"" which aids in the transition out of homelessness, as well as ""Street Talk Outreach Program,"" which forms relationships with homeless youth and provides basic needs for them.","4731 15th Ave NE , Seattle, WA 98105",http://www.teenfeed.org/,98105,Housing Services,Food,
Tent City,13,"Our self-managed shelters and SHARE2 houses are located in 13 Seattle neighborhoods. Tent City 3 moves quarterly within Seattle, Tukwila, Shoreline, and unincorporated South King County. Tent City 4 moves quarterly between locations in suburban cities in North and East King County, including Bothell, Kirkland, Woodinville, and Bellevue. Each location is hosted by a local enterprise from a church to business. As described in their mission, tent city provides a safe place for homeless to sleep and keep their belongings. There are typically 40-80 residents at each location. Each resident must participate in the community by completing a chore, about 10 hours of work every two weeks. To ensure a safe commmunity, all potential residents are screened and checked (drug, background) before being allowed to join. They must also agree to a code of conduct. The program is sponsored by SHARE/WHEEL. SHARE and WHEEL are self-organized, democratic, grassroots organizations of homeless and formally homeless individuals. ","SHARE/WHEEL
 
 P.O. Box 2548
 
 Seattle, WA 98111-2548",http://www.sharewheel.org/Home/tent-cities,98111,Housing Services,,
University Presbyterian Church Children and Family Ministries,13,"Our Mission God is glorified as we, the members and friends of UPC, are, centering our lives on Jesus Christ,e ncouraging those exploring a relationship with Jesus Christ, growing together through Christ-centered community, and engaging our gifts where we are called in ministry and mission.Thus participating in the transforming work of God’s Spirit in the world. Just as the name indicates, Children and Family Ministries at University Presbyterian Church, is a program that serves the families and children of the church. As a large community centered around the teachings of Christ, there is a great need for service and teaching specifically designed around families and kids. This ministry works on many fronts to serve the church community and the neighboring community to serve their needs by looking to Jesus as the answer. University Presbyterian Church has longstanding partnerships with service organizations including Habitat for Humanity, UD Food Bank and University Churches Emergency Fund.","University Presbyterian Church, 4540 15th Avenue N.E. , Seattle, WA 98105 
 
 
 Fax: 206/523-1284",https://www.upc.org/serve/serve-now1/serve-globally/,98105,Housing Services,,
Wellspring Family Services,13,"Our mission is to build emotionally healthy, self-sufficient families and a nonviolent community in which they can thrive. We achieve our mission through the effective provision of social and mental health services that help strengthen families, addressing a broad range of issues that can negatively affect their lives. Wellspring Community Services are concentrated in five areas: mental health, family homelessness, early learning, basic needs, and domestic violence intervention. The early learning center is the only daycare for homeless children in Seattle, and offers services for early intervention for anyone. ","1900 Rainier Avenue S., Seattle, WA 98144",https://www.wellspringfs.org,98144,Housing Services,Safety,
El Centro de la Raza,13,"As an organization grounded in the Latino community, our mission is to build unity across all racial and economic sectors, to organize, empower, and defend our most vulnerable and marginalized populations and to bring justice, dignity, equality, and freedom to all the peoples of the worldand freedom to all the peoples of the world. We envision a world free of oppression based on poverty, racism, sexism, sexual o rientation, and discrimination of any kind that limits equal access to the resources that ensure a healthy and productive life in peace, love and harmony for all peoples and our future generations. El Centro de la Raza has sought to serve and empower all whom we reach to learn from each other and unite our energies in the noble struggle for basic social change. The provision of a wide range of survival services alone is only a temporary relief for deep societal wounds; it does not address the roots of poverty, discrimination, alienation and despair. El Centro de la Raza strives to use social, cultural, educational, economic and civic activities as vehicles to bring together peoples of all races and refuses to separate our nation’s economic model form the historic tragedy of racism, poverty, and war. Our organization tries to combine a strong sense of self-worth and connectedness to one’s family and culture with active participation in community affairs. Our collective self governance has developed an extensive network-locally, nationally and internationally-to join diverse peoples, with common problems, in search of effective and just solutions.","2524 16th Ave S., Seattle, WA 98144",http://www.elcentrodelaraza.org/,98144,Human Dignity,Freedom,
Jubilee Women's Center,14,"Jubilee Women’s Center supports women experiencing poverty to build stable and fulfilling futures, one extraordinary woman at a time. Led by the guiding principle that women of all races and cultures are to be treated with respect and dignity, Jubilee provides programs and services that empower women to make positive life changes.","Multiple Locations - Main Site 620 18th Ave E, Seattle, Wa 98112",https://www.jwcenter.org/services-learn-more/#terVolunteer,98112,Human Dignity,Health,Housing Services
People for Progress in India,13,"PPI is dedicated to bringing positive socio-economic change to the underprivileged, marginalized, and exploited sectors of India by promoting self-reliance and providing seed-money for development projects. PPI is a Seattle-based non-profit organization that supports development work in India. PPI was founded on the concept that, help to under-privileged should go beyond conventional charity. PPI has been guided by the following goals: 
 To fund programs that make people and communities self-sustained through co-operativess, low interest loans, vocational training, small-scale industries, etc
 Promote innovative programs that remove the obstacles faced by marginalized communities
 Promote sustainable and organic farming techniques; Training farmers on improving efficiency
 To maximize the effect of money by working directly with local organizations and volunteers and maintaining constant contact with them
 To encourage new ideas that involve people participation in such issues as environmental awareness, forestation, etc. 
 From 1979 through 2009, PPI has supported more than 120 projects, undertaken with 50 non-governmental organizations. This has added up to an investment of over $500,000. PPI projects are spread across India dealing with a wide range of needs and issues such as health care, literacy, human rights, environmental awareness and protection, women's special needs, vocational training, water supply, micro-credit, and rehabilitation of the handicapped.","P. O. Box 51231, Seattle, WA 98115-1231",http://www.ppi-usa.org/,98115,Human Dignity,Freedom,
Queen Anne Helpline,13,"The mission of the Queen Anne Helpline is: ""To promote personal dignity, self-respect, hope, and an independent quality of life to our neighbors by providing supportive social services to those who need assistance.","311 West McGraw St., Seattle, WA 98119",http://www.queenannehelpline.org/,98119,Human Dignity,Food,Housing Services
Seattle Community Church,13,"It is our vision to welcome people 
 into fellowship with Jesus Christ and his community. 
 Through worship and nurturing, people will be equipped 
 to be a faithful witness in daily living and the ministry of Jesus Christ 
 in the church and out to the world. Every year our church commits at least 10% of the previous year’s tithes and offerings to fund outreach and missions activities both locally and globally. We’ve supported various local and global causes and activities, given scholarships for our people to participate in mission trips, offered financial support to missionaries, and donated to disaster relief efforts.","4501 46th Ave. N.E., Seattle, WA 98105",http://www.seattlechurch.org/,98105,Humanitarian Aid,Food,Low-income
St. Louise Catholic Church,13,"Our mission as members of Saint Louise Catholic Church is to proclaim the good news of Christ in Word and Sacrament, to build up the prayerful community of believers in all our diversity, and to witness God's saving love by ministering to the needs of others. St. Louise Parish is an active and growing, ethnically rich community that invites both new and old parishioners alike to join together in Liturgy, Fellowship, and Service. The social concerns commission in the church supports over 20 ministries of service to others.","141 - 156th Ave SE 
 
 Bellevue, WA 98007",http://www.stlouise.org/newweb/,98007,Humanitarian Aid,Housing Services,
St. Mark's Cathedral,13,"As the Cathedral for the Diocese of Olympia, St. Mark’s seeks to be a place where all people encounter the living God and the reconciling Gospel of Jesus Christ. Saint Mark's is an Episcopalian Cathedral on Capitol Hill that is open to the public and offers daily prayer and weekly services. St. Mark's also has a preschool, church school, choir school, middle and high school youth group, and various classes and forums. Justice Ministries at Saint Mark’s Cathedral are referred to as “Church in the World” (CIW). Through these ministries, we strive to be a church serving a world of interests larger than our own. We deepen our spiritual and community life by focusing on ministries of service and outreach on behalf of the Diocese and the larger community.","1245 10th Ave. E.
 
 Seattle, WA 98102-4398",http://www.saintmarks.org/,98102,Humanitarian Aid,Housing Services,
Indian Association of Western Washington,13,"Our mission is to provide a common identity to the Indian community and facilitate cultural, social and educational services and opportunities for cultural integration from young to old of the community; as well as to foster those activities that enhance mutual understanding and appreciation between the Indo-American community and mainstream American community. An Organization which provides Indians in Western Washington with a community. They plan cultural events and festivals throughout the year and have a magazine which has articles about being an Indian in a America. They also hold fundraisers and raise money for different associations which help out in India (like ASHA and Chaiya). There are 6 objectives: To form a cultural, social and educational organization for the advancement, appreciation, performance, reservation, study and/or teaching of the performing arts (music, drama, dance, film-arts), and languages. ","P.O.Box 404, Bellevue, WA:98009-0404",,98009,Immigration,Human Dignity,
Ten Thousand Villages,15,"To creat opportunities for artisans in developing countries to earn income by bringing their products and stories to our markets thorugh long-term fair trading relationships. Ten Thousand Villages in Seattle follows the global mission statement. It is part of the larger national Ten Thousand Villages organization, and there are Ten Thousand Villages stores all over the country- but there is only one in Seattle. The Seattle store has some paid staff members, but the majority of the sales associates are unpaid volunteers.","6417 Roosevelt Way N.E., Suite 101, Seattle, WA 98115",http://www.tenthousandvillages.com/,98115,International,Office-Clerical,
African Library Project (the),13,"ALP Mission: The ALP changes lives book by book by starting libraries in rural Africa. Our grassroots approach mobilizes U.S. volunteers, young and old, to organize book drives and ship books to a partner library in Africa. Our method makes a concrete and personal difference for children on both continents. The ALP helps students organize book drives from start to finish. U.S. volunteers collect, sort and pack gently used books for a specific school in Africa. My school is The Kavula Nthenga Primary School in Malawi. The volunteers are also responsible for raising the funds to ship the books they have collected, which is about $500. In Africa, ALP partners with the Peace Corps and school administrators will distribute the books to the designated schools. Children who may never have the opportunity to read books now have over 1,000 books to choose from.","African Library Project
 
 PO Box 2162
 
 Berkeley CA 94702 USA",www.africanlibraryproject.org,94702,K-12 Education,,
Akshaya Patra Foundation (the),13,"We believe that no child in India shall be deprived of education because of hunger. Akshaya Patra is a secular, not-for-profit program implemented only in government schools where there is no discrimination on the basis of religion, gender, color, or socio-economic background. Close to 13.5 million underprivileged children in India are out of school and into child labour in order to earn a single meal in a day. (Source:www.worldbank.org.in) The surest way to break out of the cycle of poverty is through education. Education can significantly improve the quality of life of a family for generations to come. When the basic needs of a child, such as food are not met, education often becomes the last priority. We are helping underprivileged children by providing them with a healthy, balanced meal that they would otherwise have to work for. The meal is an incentive for them to continue their education. It helps reduce the dropout rate to an enormous extent and increases classroom attendance.","92 Montvale Avenue, Suite 2500
 
 Stoneham, MA 02180",http://www.akshayapatra.org/,N/A,K-12 Education,Food,
America Scores,13,"All of our programs serve one common mission: to empower students in urban communities using soccer, writing and creative expression and service-learning. With teamwork as the unifying value, we inspire youth to lead healthy lifestyles, be engaged students, and become agents of change in their communities. Each of our programs employ soccer as a building block for teaching academics, social skills, and teamwork among urban youth. To play on their soccer team, students must commit to literacy workshops every other day after school. The workshops help students apply reading and writing to their life experiences, addressing and discussing their communities through poetry, which blossoms into a year-long volunteer project.","2450 6th Ave S, Suite 203
 Seattle, WA 98134",http://www.americascores.org,98134,K-12 Education,,
Bellevue School District - VIBES,14,"To provide all students with an exemplary college preparatory education so they can succeed in college, career and life. The VIBES Mentor Tutor Program is a highly successful in-school program supporting students of all needs. We place volunteers in schools as one-on-one mentors and tutors and also as small group and classroom academic tutors.","12111 NE 1st Street, Bellevue, WA",http://www.bsd405.org/get-involved/volunteer/vibes/,98004,K-12 Education,Youth,
Bertschi School,14,"Bertschi School educates children to become compassionate, confident, and creative learners in a global community. Our community values integrity, inclusiveness, respect, diversity, and a commitment to sustainability. Bertschi an independent elementary school committed to providing children a balanced education that nurtures their intellect, imagination, and character. Experiencing an integrated, innovative curriculum and working in a supportive environment, students gain independence, confidence, and competence; by graduation, they are prepared both academically and socially for the challenges of secondary education.","2227 10th Avenue East
 
 Seattle, Washington 98102",http://www.bertschi.org,98102,K-12 Education,Fundraising,Youth
Cedar River Watershed Education Center,13,"The Cedar River Watershed Education Center is a regional education facility created as a gathering place to connect people with the source of their water. Nestled above the shores of Rattlesnake Lake (pdf) in the Cascade foothills, the Center is a gateway to the Cedar River Municipal Watershed, which provides drinking water for 70% of the 1.4 million people living in the greater Seattle area. ","17905 Cedar Falls Road S.E. North Bend, WA 98045",https://www.seattle.gov/utilities/environment-and-conservation/our-watersheds/cedar-river-watershed/education-center,98045,K-12 Education,Environment,Maintenance
